,COUNTRY,EMISSIONS,Year,Value
31089,Sierra Leone,Coal and coke (MMtonnes CO2),2013,0
31090,Sierra Leone,Consumed natural gas (MMtonnes CO2),2013,0
31091,Sierra Leone,Petroleum and other liquids (MMtonnes CO2),2013,1.112717352
31092,Singapore,CO2 emissions (MMtonnes CO2),2013,211.8972603
31093,Singapore,Coal and coke (MMtonnes CO2),2013,0.915918474
31094,Singapore,Consumed natural gas (MMtonnes CO2),2013,21.41653287
31095,Singapore,Petroleum and other liquids (MMtonnes CO2),2013,189.5648089
31096,Slovakia,CO2 emissions (MMtonnes CO2),2013,34.19549322
31097,Slovakia,Coal and coke (MMtonnes CO2),2013,13.44910219
31098,Slovakia,Consumed natural gas (MMtonnes CO2),2013,10.66241477
31099,Slovakia,Petroleum and other liquids (MMtonnes CO2),2013,10.08397626
31100,Slovenia,CO2 emissions (MMtonnes CO2),2013,14.1588889
31101,Slovenia,Coal and coke (MMtonnes CO2),2013,5.05047125
31102,Slovenia,Consumed natural gas (MMtonnes CO2),2013,1.618635649
31103,Slovenia,Petroleum and other liquids (MMtonnes CO2),2013,7.489782
31104,Solomon Islands,CO2 emissions (MMtonnes CO2),2013,0.388569441
31105,Solomon Islands,Coal and coke (MMtonnes CO2),2013,0
31106,Solomon Islands,Consumed natural gas (MMtonnes CO2),2013,0
31107,Solomon Islands,Petroleum and other liquids (MMtonnes CO2),2013,0.388569441
31108,Somalia,CO2 emissions (MMtonnes CO2),2013,0.847203703
31109,Somalia,Coal and coke (MMtonnes CO2),2013,0
31110,Somalia,Consumed natural gas (MMtonnes CO2),2013,0
31111,Somalia,Petroleum and other liquids (MMtonnes CO2),2013,0.847203703
31112,South Africa,CO2 emissions (MMtonnes CO2),2013,479.2356807
31113,South Africa,Coal and coke (MMtonnes CO2),2013,376.7959799
31114,South Africa,Consumed natural gas (MMtonnes CO2),2013,9.612623529
31115,South Africa,Petroleum and other liquids (MMtonnes CO2),2013,92.82707721
31116,South Korea,CO2 emissions (MMtonnes CO2),2013,647.0002009
31117,South Korea,Coal and coke (MMtonnes CO2),2013,304.5055091
31118,South Korea,Consumed natural gas (MMtonnes CO2),2013,110.2517978
31119,South Korea,Petroleum and other liquids (MMtonnes CO2),2013,232.242894
31120,South Sudan,CO2 emissions (MMtonnes CO2),2013,1.564615172
31121,South Sudan,Coal and coke (MMtonnes CO2),2013,0
31122,South Sudan,Consumed natural gas (MMtonnes CO2),2013,0
31123,South Sudan,Petroleum and other liquids (MMtonnes CO2),2013,1.564615172
31124,Spain,CO2 emissions (MMtonnes CO2),2013,273.920102
31125,Spain,Coal and coke (MMtonnes CO2),2013,40.67808508
31126,Spain,Consumed natural gas (MMtonnes CO2),2013,60.30103992
31127,Spain,Petroleum and other liquids (MMtonnes CO2),2013,172.940977
31128,Sri Lanka,CO2 emissions (MMtonnes CO2),2013,15.8492247
31129,Sri Lanka,Coal and coke (MMtonnes CO2),2013,2.044305144
31130,Sri Lanka,Consumed natural gas (MMtonnes CO2),2013,0
31131,Sri Lanka,Petroleum and other liquids (MMtonnes CO2),2013,13.80491955
31132,Sudan,CO2 emissions (MMtonnes CO2),2013,14.86427836
31133,Sudan,Coal and coke (MMtonnes CO2),2013,0
31134,Sudan,Consumed natural gas (MMtonnes CO2),2013,0
31135,Sudan,Petroleum and other liquids (MMtonnes CO2),2013,14.86427836
31136,Suriname,CO2 emissions (MMtonnes CO2),2013,2.26434235
31137,Suriname,Coal and coke (MMtonnes CO2),2013,0
31138,Suriname,Consumed natural gas (MMtonnes CO2),2013,0
31139,Suriname,Petroleum and other liquids (MMtonnes CO2),2013,2.26434235
31140,Sweden,CO2 emissions (MMtonnes CO2),2013,49.52514898
31141,Sweden,Coal and coke (MMtonnes CO2),2013,7.182815097
31142,Sweden,Consumed natural gas (MMtonnes CO2),2013,2.216359052
31143,Sweden,Petroleum and other liquids (MMtonnes CO2),2013,40.12597483
31144,Switzerland,CO2 emissions (MMtonnes CO2),2013,43.63753745
31145,Switzerland,Coal and coke (MMtonnes CO2),2013,0.41931393
31146,Switzerland,Consumed natural gas (MMtonnes CO2),2013,7.234049761
31147,Switzerland,Petroleum and other liquids (MMtonnes CO2),2013,35.98417376
31148,Syria,CO2 emissions (MMtonnes CO2),2013,30.97723721
31149,Syria,Coal and coke (MMtonnes CO2),2013,0.015798722
31150,Syria,Consumed natural gas (MMtonnes CO2),2013,10.39732749
31151,Syria,Petroleum and other liquids (MMtonnes CO2),2013,20.564111
31152,Taiwan,CO2 emissions (MMtonnes CO2),2013,267.3740813
31153,Taiwan,Coal and coke (MMtonnes CO2),2013,145.0526728
31154,Taiwan,Consumed natural gas (MMtonnes CO2),2013,32.28842264
31155,Taiwan,Petroleum and other liquids (MMtonnes CO2),2013,90.03298591
31156,Tajikistan,CO2 emissions (MMtonnes CO2),2013,3.604743371
31157,Tajikistan,Coal and coke (MMtonnes CO2),2013,1.101684627
31158,Tajikistan,Consumed natural gas (MMtonnes CO2),2013,0.41393134
31159,Tajikistan,Petroleum and other liquids (MMtonnes CO2),2013,2.089127405
31160,Tanzania,CO2 emissions (MMtonnes CO2),2013,10.41059128
31161,Tanzania,Coal and coke (MMtonnes CO2),2013,0.205034776
31162,Tanzania,Consumed natural gas (MMtonnes CO2),2013,1.275143938
31163,Tanzania,Petroleum and other liquids (MMtonnes CO2),2013,8.930412567
31164,Thailand,CO2 emissions (MMtonnes CO2),2013,291.0759725
31165,Thailand,Coal and coke (MMtonnes CO2),2013,59.4954509
31166,Thailand,Consumed natural gas (MMtonnes CO2),2013,95.48415709
31167,Thailand,Petroleum and other liquids (MMtonnes CO2),2013,136.0963646
31168,The Bahamas,CO2 emissions (MMtonnes CO2),2013,3.185439519
31169,The Bahamas,Coal and coke (MMtonnes CO2),2013,0
31170,The Bahamas,Consumed natural gas (MMtonnes CO2),2013,0
31171,The Bahamas,Petroleum and other liquids (MMtonnes CO2),2013,3.185439519
31172,Timor-Leste,CO2 emissions (MMtonnes CO2),2013,0.4694018
31173,Timor-Leste,Coal and coke (MMtonnes CO2),2013,0
31174,Timor-Leste,Consumed natural gas (MMtonnes CO2),2013,0
31175,Timor-Leste,Petroleum and other liquids (MMtonnes CO2),2013,0.4694018
31176,Togo,CO2 emissions (MMtonnes CO2),2013,2.205410075
31177,Togo,Coal and coke (MMtonnes CO2),2013,0.213760136
31178,Togo,Consumed natural gas (MMtonnes CO2),2013,0
31179,Togo,Petroleum and other liquids (MMtonnes CO2),2013,1.991649939
31180,Tonga,CO2 emissions (MMtonnes CO2),2013,0.123492205
31181,Tonga,Coal and coke (MMtonnes CO2),2013,0
31182,Tonga,Consumed natural gas (MMtonnes CO2),2013,0
31183,Tonga,Petroleum and other liquids (MMtonnes CO2),2013,0.123492205
31184,Trinidad and Tobago,CO2 emissions (MMtonnes CO2),2013,56.56897293
31185,Trinidad and Tobago,Coal and coke (MMtonnes CO2),2013,0.002750956
31186,Trinidad and Tobago,Consumed natural gas (MMtonnes CO2),2013,49.10695379
31187,Trinidad and Tobago,Petroleum and other liquids (MMtonnes CO2),2013,7.459268185
31188,Tunisia,CO2 emissions (MMtonnes CO2),2013,20.43771143
31189,Tunisia,Coal and coke (MMtonnes CO2),2013,0.016372008
31190,Tunisia,Consumed natural gas (MMtonnes CO2),2013,8.32466351
31191,Tunisia,Petroleum and other liquids (MMtonnes CO2),2013,12.09667591
31192,Turkiye,CO2 emissions (MMtonnes CO2),2013,303.4182801
31193,Turkiye,Coal and coke (MMtonnes CO2),2013,118.4593407
31194,Turkiye,Consumed natural gas (MMtonnes CO2),2013,88.43579335
31195,Turkiye,Petroleum and other liquids (MMtonnes CO2),2013,96.523146
31196,Turkmenistan,CO2 emissions (MMtonnes CO2),2013,79.28204955
31197,Turkmenistan,Coal and coke (MMtonnes CO2),2013,0
31198,Turkmenistan,Consumed natural gas (MMtonnes CO2),2013,60.28488185
31199,Turkmenistan,Petroleum and other liquids (MMtonnes CO2),2013,18.9971677
31200,Turks and Caicos Islands,CO2 emissions (MMtonnes CO2),2013,0.192311149
31201,Turks and Caicos Islands,Coal and coke (MMtonnes CO2),2013,0
31202,Turks and Caicos Islands,Consumed natural gas (MMtonnes CO2),2013,0
31203,Turks and Caicos Islands,Petroleum and other liquids (MMtonnes CO2),2013,0.192311149
31204,Tuvalu,CO2 emissions (MMtonnes CO2),2013,0
31205,Tuvalu,Coal and coke (MMtonnes CO2),2013,0
31206,Tuvalu,Consumed natural gas (MMtonnes CO2),2013,
31207,Tuvalu,Petroleum and other liquids (MMtonnes CO2),2013,
31208,U.S. Pacific Islands,CO2 emissions (MMtonnes CO2),2013,0.301108386
31209,U.S. Pacific Islands,Coal and coke (MMtonnes CO2),2013,0
31210,U.S. Pacific Islands,Consumed natural gas (MMtonnes CO2),2013,0
31211,U.S. Pacific Islands,Petroleum and other liquids (MMtonnes CO2),2013,0.301108386
31212,U.S. Territories,CO2 emissions (MMtonnes CO2),2013,0
31213,U.S. Territories,Coal and coke (MMtonnes CO2),2013,0
31214,U.S. Territories,Consumed natural gas (MMtonnes CO2),2013,
31215,U.S. Territories,Petroleum and other liquids (MMtonnes CO2),2013,
31216,U.S. Virgin Islands,CO2 emissions (MMtonnes CO2),2013,1.371191661
31217,U.S. Virgin Islands,Coal and coke (MMtonnes CO2),2013,0
31218,U.S. Virgin Islands,Consumed natural gas (MMtonnes CO2),2013,0
31219,U.S. Virgin Islands,Petroleum and other liquids (MMtonnes CO2),2013,1.371191661
31220,Uganda,CO2 emissions (MMtonnes CO2),2013,3.845916221
31221,Uganda,Coal and coke (MMtonnes CO2),2013,0
31222,Uganda,Consumed natural gas (MMtonnes CO2),2013,0
31223,Uganda,Petroleum and other liquids (MMtonnes CO2),2013,3.845916221
31224,Ukraine,CO2 emissions (MMtonnes CO2),2013,288.39949
31225,Ukraine,Coal and coke (MMtonnes CO2),2013,165.4872676
31226,Ukraine,Consumed natural gas (MMtonnes CO2),2013,90.50552148
31227,Ukraine,Petroleum and other liquids (MMtonnes CO2),2013,32.40670092
31228,United Arab Emirates,CO2 emissions (MMtonnes CO2),2013,253.9577366
31229,United Arab Emirates,Coal and coke (MMtonnes CO2),2013,7.049902952
31230,United Arab Emirates,Consumed natural gas (MMtonnes CO2),2013,130.829768
31231,United Arab Emirates,Petroleum and other liquids (MMtonnes CO2),2013,116.0780656
31232,United Kingdom,CO2 emissions (MMtonnes CO2),2013,509.1214025
31233,United Kingdom,Coal and coke (MMtonnes CO2),2013,147.3865147
31234,United Kingdom,Consumed natural gas (MMtonnes CO2),2013,153.7908007
31235,United Kingdom,Petroleum and other liquids (MMtonnes CO2),2013,207.944087
31236,United States,CO2 emissions (MMtonnes CO2),2013,5358.862755
31237,United States,Coal and coke (MMtonnes CO2),2013,1717.844544
31238,United States,Consumed natural gas (MMtonnes CO2),2013,1408.379797
31239,United States,Petroleum and other liquids (MMtonnes CO2),2013,2232.638414
31240,Uruguay,CO2 emissions (MMtonnes CO2),2013,8.494611416
31241,Uruguay,Coal and coke (MMtonnes CO2),2013,0.001096465
31242,Uruguay,Consumed natural gas (MMtonnes CO2),2013,0.117705594
31243,Uruguay,Petroleum and other liquids (MMtonnes CO2),2013,8.375809357
31244,Uzbekistan,CO2 emissions (MMtonnes CO2),2013,103.4581352
31245,Uzbekistan,Coal and coke (MMtonnes CO2),2013,6.369585645
31246,Uzbekistan,Consumed natural gas (MMtonnes CO2),2013,88.43652995
31247,Uzbekistan,Petroleum and other liquids (MMtonnes CO2),2013,8.652019567
31248,Vanuatu,CO2 emissions (MMtonnes CO2),2013,0.1478844
31249,Vanuatu,Coal and coke (MMtonnes CO2),2013,0
31250,Vanuatu,Consumed natural gas (MMtonnes CO2),2013,0
31251,Vanuatu,Petroleum and other liquids (MMtonnes CO2),2013,0.1478844
31252,Venezuela,CO2 emissions (MMtonnes CO2),2013,144.5658239
31253,Venezuela,Coal and coke (MMtonnes CO2),2013,0.8642417
31254,Venezuela,Consumed natural gas (MMtonnes CO2),2013,48.14777124
31255,Venezuela,Petroleum and other liquids (MMtonnes CO2),2013,95.553811
31256,Vietnam,CO2 emissions (MMtonnes CO2),2013,138.2552304
31257,Vietnam,Coal and coke (MMtonnes CO2),2013,71.17449623
31258,Vietnam,Consumed natural gas (MMtonnes CO2),2013,16.65506053
31259,Vietnam,Petroleum and other liquids (MMtonnes CO2),2013,50.42567368
31260,Wake Island,CO2 emissions (MMtonnes CO2),2013,1.297896871
31261,Wake Island,Coal and coke (MMtonnes CO2),2013,0
31262,Wake Island,Consumed natural gas (MMtonnes CO2),2013,0
31263,Wake Island,Petroleum and other liquids (MMtonnes CO2),2013,1.297896871
31264,Western Sahara,CO2 emissions (MMtonnes CO2),2013,0.26892239
31265,Western Sahara,Coal and coke (MMtonnes CO2),2013,0
31266,Western Sahara,Consumed natural gas (MMtonnes CO2),2013,0
31267,Western Sahara,Petroleum and other liquids (MMtonnes CO2),2013,0.26892239
31268,Yemen,CO2 emissions (MMtonnes CO2),2013,23.9756843
31269,Yemen,Coal and coke (MMtonnes CO2),2013,0.446698733
31270,Yemen,Consumed natural gas (MMtonnes CO2),2013,2.073619566
31271,Yemen,Petroleum and other liquids (MMtonnes CO2),2013,21.455366
31272,Zambia,CO2 emissions (MMtonnes CO2),2013,3.170716329
31273,Zambia,Coal and coke (MMtonnes CO2),2013,0.341023115
31274,Zambia,Consumed natural gas (MMtonnes CO2),2013,0
31275,Zambia,Petroleum and other liquids (MMtonnes CO2),2013,2.829693214
31276,Zimbabwe,CO2 emissions (MMtonnes CO2),2013,11.58755001
31277,Zimbabwe,Coal and coke (MMtonnes CO2),2013,7.254804812
31278,Zimbabwe,Consumed natural gas (MMtonnes CO2),2013,0
31279,Zimbabwe,Petroleum and other liquids (MMtonnes CO2),2013,4.3327452
31280,World,CO2 emissions (MMtonnes CO2),2014,34869.28878
31281,World,Coal and coke (MMtonnes CO2),2014,16363.96638
31282,World,Consumed natural gas (MMtonnes CO2),2014,6783.647503
31283,World,Petroleum and other liquids (MMtonnes CO2),2014,11721.67489
31284,Afghanistan,CO2 emissions (MMtonnes CO2),2014,5.550387121
31285,Afghanistan,Coal and coke (MMtonnes CO2),2014,1.330546728
31286,Afghanistan,Consumed natural gas (MMtonnes CO2),2014,0.278371366
31287,Afghanistan,Petroleum and other liquids (MMtonnes CO2),2014,3.941469027
31288,Albania,CO2 emissions (MMtonnes CO2),2014,4.043419507
31289,Albania,Coal and coke (MMtonnes CO2),2014,0.311597702
31290,Albania,Consumed natural gas (MMtonnes CO2),2014,0.059478612
31291,Albania,Petroleum and other liquids (MMtonnes CO2),2014,3.672343193
31292,Algeria,CO2 emissions (MMtonnes CO2),2014,131.6959385
31293,Algeria,Coal and coke (MMtonnes CO2),2014,0.833787114
31294,Algeria,Consumed natural gas (MMtonnes CO2),2014,77.81368438
31295,Algeria,Petroleum and other liquids (MMtonnes CO2),2014,53.048467
31296,American Samoa,CO2 emissions (MMtonnes CO2),2014,0.35542766
31297,American Samoa,Coal and coke (MMtonnes CO2),2014,0
31298,American Samoa,Consumed natural gas (MMtonnes CO2),2014,0
31299,American Samoa,Petroleum and other liquids (MMtonnes CO2),2014,0.35542766
31300,Angola,CO2 emissions (MMtonnes CO2),2014,21.74356254
31301,Angola,Coal and coke (MMtonnes CO2),2014,0
31302,Angola,Consumed natural gas (MMtonnes CO2),2014,0.453166538
31303,Angola,Petroleum and other liquids (MMtonnes CO2),2014,21.290396
31304,Antarctica,CO2 emissions (MMtonnes CO2),2014,0.014342885
31305,Antarctica,Coal and coke (MMtonnes CO2),2014,0
31306,Antarctica,Consumed natural gas (MMtonnes CO2),2014,0
31307,Antarctica,Petroleum and other liquids (MMtonnes CO2),2014,0.014342885
31308,Antigua and Barbuda,CO2 emissions (MMtonnes CO2),2014,0.719317413
31309,Antigua and Barbuda,Coal and coke (MMtonnes CO2),2014,0
31310,Antigua and Barbuda,Consumed natural gas (MMtonnes CO2),2014,0
31311,Antigua and Barbuda,Petroleum and other liquids (MMtonnes CO2),2014,0.719317413
31312,Argentina,CO2 emissions (MMtonnes CO2),2014,197.3258711
31313,Argentina,Coal and coke (MMtonnes CO2),2014,4.120341976
31314,Argentina,Consumed natural gas (MMtonnes CO2),2014,92.17931302
31315,Argentina,Petroleum and other liquids (MMtonnes CO2),2014,101.0262161
31316,Armenia,CO2 emissions (MMtonnes CO2),2014,5.983706514
31317,Armenia,Coal and coke (MMtonnes CO2),2014,0.00248405
31318,Armenia,Consumed natural gas (MMtonnes CO2),2014,4.90439976
31319,Armenia,Petroleum and other liquids (MMtonnes CO2),2014,1.076822704
31320,Aruba,CO2 emissions (MMtonnes CO2),2014,1.213408516
31321,Aruba,Coal and coke (MMtonnes CO2),2014,0
31322,Aruba,Consumed natural gas (MMtonnes CO2),2014,0
31323,Aruba,Petroleum and other liquids (MMtonnes CO2),2014,1.213408516
31324,Australia,CO2 emissions (MMtonnes CO2),2014,377.5211703
31325,Australia,Coal and coke (MMtonnes CO2),2014,152.7869608
31326,Australia,Consumed natural gas (MMtonnes CO2),2014,75.23351733
31327,Australia,Petroleum and other liquids (MMtonnes CO2),2014,149.5006922
31328,Austria,CO2 emissions (MMtonnes CO2),2014,61.13678546
31329,Austria,Coal and coke (MMtonnes CO2),2014,11.20508524
31330,Austria,Consumed natural gas (MMtonnes CO2),2014,15.07633846
31331,Austria,Petroleum and other liquids (MMtonnes CO2),2014,34.85536176
31332,Azerbaijan,CO2 emissions (MMtonnes CO2),2014,32.52552601
31333,Azerbaijan,Coal and coke (MMtonnes CO2),2014,0.004827659
31334,Azerbaijan,Consumed natural gas (MMtonnes CO2),2014,19.67645184
31335,Azerbaijan,Petroleum and other liquids (MMtonnes CO2),2014,12.84424651
31336,Bahrain,CO2 emissions (MMtonnes CO2),2014,38.51188851
31337,Bahrain,Coal and coke (MMtonnes CO2),2014,0
31338,Bahrain,Consumed natural gas (MMtonnes CO2),2014,30.40727851
31339,Bahrain,Petroleum and other liquids (MMtonnes CO2),2014,8.10461
31340,Bangladesh,CO2 emissions (MMtonnes CO2),2014,70.71818566
31341,Bangladesh,Coal and coke (MMtonnes CO2),2014,6.812242182
31342,Bangladesh,Consumed natural gas (MMtonnes CO2),2014,46.70693635
31343,Bangladesh,Petroleum and other liquids (MMtonnes CO2),2014,17.19900713
31344,Barbados,CO2 emissions (MMtonnes CO2),2014,1.609840058
31345,Barbados,Coal and coke (MMtonnes CO2),2014,0
31346,Barbados,Consumed natural gas (MMtonnes CO2),2014,0.027859058
31347,Barbados,Petroleum and other liquids (MMtonnes CO2),2014,1.581981
31348,Belarus,CO2 emissions (MMtonnes CO2),2014,62.45465237
31349,Belarus,Coal and coke (MMtonnes CO2),2014,2.003346918
31350,Belarus,Consumed natural gas (MMtonnes CO2),2014,39.01590068
31351,Belarus,Petroleum and other liquids (MMtonnes CO2),2014,21.43540477
31352,Belgium,CO2 emissions (MMtonnes CO2),2014,113.7494874
31353,Belgium,Coal and coke (MMtonnes CO2),2014,11.29965491
31354,Belgium,Consumed natural gas (MMtonnes CO2),2014,29.71514845
31355,Belgium,Petroleum and other liquids (MMtonnes CO2),2014,72.734684
31356,Belize,CO2 emissions (MMtonnes CO2),2014,0.505700203
31357,Belize,Coal and coke (MMtonnes CO2),2014,0
31358,Belize,Consumed natural gas (MMtonnes CO2),2014,0
31359,Belize,Petroleum and other liquids (MMtonnes CO2),2014,0.505700203
31360,Benin,CO2 emissions (MMtonnes CO2),2014,4.840767399
31361,Benin,Coal and coke (MMtonnes CO2),2014,0.089661387
31362,Benin,Consumed natural gas (MMtonnes CO2),2014,0
31363,Benin,Petroleum and other liquids (MMtonnes CO2),2014,4.751106013
31364,Bermuda,CO2 emissions (MMtonnes CO2),2014,0.747555419
31365,Bermuda,Coal and coke (MMtonnes CO2),2014,0
31366,Bermuda,Consumed natural gas (MMtonnes CO2),2014,0
31367,Bermuda,Petroleum and other liquids (MMtonnes CO2),2014,0.747555419
31368,Bhutan,CO2 emissions (MMtonnes CO2),2014,0.589683437
31369,Bhutan,Coal and coke (MMtonnes CO2),2014,0.160565318
31370,Bhutan,Consumed natural gas (MMtonnes CO2),2014,0
31371,Bhutan,Petroleum and other liquids (MMtonnes CO2),2014,0.429118119
31372,Bolivia,CO2 emissions (MMtonnes CO2),2014,16.1814403
31373,Bolivia,Coal and coke (MMtonnes CO2),2014,2.33E-05
31374,Bolivia,Consumed natural gas (MMtonnes CO2),2014,6.261724012
31375,Bolivia,Petroleum and other liquids (MMtonnes CO2),2014,9.919693004
31376,Bosnia and Herzegovina,CO2 emissions (MMtonnes CO2),2014,16.73013159
31377,Bosnia and Herzegovina,Coal and coke (MMtonnes CO2),2014,12.00518203
31378,Bosnia and Herzegovina,Consumed natural gas (MMtonnes CO2),2014,0.321721129
31379,Bosnia and Herzegovina,Petroleum and other liquids (MMtonnes CO2),2014,4.403228438
31380,Botswana,CO2 emissions (MMtonnes CO2),2014,4.670282678
31381,Botswana,Coal and coke (MMtonnes CO2),2014,1.584787596
31382,Botswana,Consumed natural gas (MMtonnes CO2),2014,0
31383,Botswana,Petroleum and other liquids (MMtonnes CO2),2014,3.085495082
31384,Brazil,CO2 emissions (MMtonnes CO2),2014,509.8223744
31385,Brazil,Coal and coke (MMtonnes CO2),2014,71.81747484
31386,Brazil,Consumed natural gas (MMtonnes CO2),2014,74.89990694
31387,Brazil,Petroleum and other liquids (MMtonnes CO2),2014,363.1049926
31388,British Virgin Islands,CO2 emissions (MMtonnes CO2),2014,0.179863623
31389,British Virgin Islands,Coal and coke (MMtonnes CO2),2014,0
31390,British Virgin Islands,Consumed natural gas (MMtonnes CO2),2014,0
31391,British Virgin Islands,Petroleum and other liquids (MMtonnes CO2),2014,0.179863623
31392,Brunei,CO2 emissions (MMtonnes CO2),2014,8.587174605
31393,Brunei,Coal and coke (MMtonnes CO2),2014,0
31394,Brunei,Consumed natural gas (MMtonnes CO2),2014,6.240082821
31395,Brunei,Petroleum and other liquids (MMtonnes CO2),2014,2.347091784
31396,Bulgaria,CO2 emissions (MMtonnes CO2),2014,42.66332011
31397,Bulgaria,Coal and coke (MMtonnes CO2),2014,25.76057152
31398,Bulgaria,Consumed natural gas (MMtonnes CO2),2014,5.508816675
31399,Bulgaria,Petroleum and other liquids (MMtonnes CO2),2014,11.39393192
31400,Burkina Faso,CO2 emissions (MMtonnes CO2),2014,2.860502377
31401,Burkina Faso,Coal and coke (MMtonnes CO2),2014,0
31402,Burkina Faso,Consumed natural gas (MMtonnes CO2),2014,0
31403,Burkina Faso,Petroleum and other liquids (MMtonnes CO2),2014,2.860502377
31404,Burma,CO2 emissions (MMtonnes CO2),2014,20.99365863
31405,Burma,Coal and coke (MMtonnes CO2),2014,0.94755631
31406,Burma,Consumed natural gas (MMtonnes CO2),2014,6.793572674
31407,Burma,Petroleum and other liquids (MMtonnes CO2),2014,13.25252965
31408,Burundi,CO2 emissions (MMtonnes CO2),2014,0.239258433
31409,Burundi,Coal and coke (MMtonnes CO2),2014,0
31410,Burundi,Consumed natural gas (MMtonnes CO2),2014,0
31411,Burundi,Petroleum and other liquids (MMtonnes CO2),2014,0.239258433
31412,Cabo Verde,CO2 emissions (MMtonnes CO2),2014,0.909728098
31413,Cabo Verde,Coal and coke (MMtonnes CO2),2014,0
31414,Cabo Verde,Consumed natural gas (MMtonnes CO2),2014,0
31415,Cabo Verde,Petroleum and other liquids (MMtonnes CO2),2014,0.909728098
31416,Cambodia,CO2 emissions (MMtonnes CO2),2014,5.948184081
31417,Cambodia,Coal and coke (MMtonnes CO2),2014,0.489784944
31418,Cambodia,Consumed natural gas (MMtonnes CO2),2014,0
31419,Cambodia,Petroleum and other liquids (MMtonnes CO2),2014,5.458399137
31420,Cameroon,CO2 emissions (MMtonnes CO2),2014,6.98152875
31421,Cameroon,Coal and coke (MMtonnes CO2),2014,0
31422,Cameroon,Consumed natural gas (MMtonnes CO2),2014,0.920065395
31423,Cameroon,Petroleum and other liquids (MMtonnes CO2),2014,6.061463355
31424,Canada,CO2 emissions (MMtonnes CO2),2014,589.5558492
31425,Canada,Coal and coke (MMtonnes CO2),2014,75.0877515
31426,Canada,Consumed natural gas (MMtonnes CO2),2014,226.8643719
31427,Canada,Petroleum and other liquids (MMtonnes CO2),2014,287.6037257
31428,Cayman Islands,CO2 emissions (MMtonnes CO2),2014,0.59238264
31429,Cayman Islands,Coal and coke (MMtonnes CO2),2014,0
31430,Cayman Islands,Consumed natural gas (MMtonnes CO2),2014,0
31431,Cayman Islands,Petroleum and other liquids (MMtonnes CO2),2014,0.59238264
31432,Central African Republic,CO2 emissions (MMtonnes CO2),2014,0.408906323
31433,Central African Republic,Coal and coke (MMtonnes CO2),2014,0
31434,Central African Republic,Consumed natural gas (MMtonnes CO2),2014,0
31435,Central African Republic,Petroleum and other liquids (MMtonnes CO2),2014,0.408906323
31436,Chad,CO2 emissions (MMtonnes CO2),2014,0.333739735
31437,Chad,Coal and coke (MMtonnes CO2),2014,0
31438,Chad,Consumed natural gas (MMtonnes CO2),2014,0
31439,Chad,Petroleum and other liquids (MMtonnes CO2),2014,0.333739735
31440,Chile,CO2 emissions (MMtonnes CO2),2014,76.50019792
31441,Chile,Coal and coke (MMtonnes CO2),2014,21.87879819
31442,Chile,Consumed natural gas (MMtonnes CO2),2014,8.018162727
31443,Chile,Petroleum and other liquids (MMtonnes CO2),2014,46.603237
31444,China,CO2 emissions (MMtonnes CO2),2014,10654.27525
31445,China,Coal and coke (MMtonnes CO2),2014,8939.78147
31446,China,Consumed natural gas (MMtonnes CO2),2014,354.6900504
31447,China,Petroleum and other liquids (MMtonnes CO2),2014,1359.803728
31448,Colombia,CO2 emissions (MMtonnes CO2),2014,75.7358322
31449,Colombia,Coal and coke (MMtonnes CO2),2014,11.5801871
31450,Colombia,Consumed natural gas (MMtonnes CO2),2014,20.41798584
31451,Colombia,Petroleum and other liquids (MMtonnes CO2),2014,43.73765927
31452,Comoros,CO2 emissions (MMtonnes CO2),2014,0.170729892
31453,Comoros,Coal and coke (MMtonnes CO2),2014,0
31454,Comoros,Consumed natural gas (MMtonnes CO2),2014,0
31455,Comoros,Petroleum and other liquids (MMtonnes CO2),2014,0.170729892
31456,Congo-Brazzaville,CO2 emissions (MMtonnes CO2),2014,5.473082996
31457,Congo-Brazzaville,Coal and coke (MMtonnes CO2),2014,0
31458,Congo-Brazzaville,Consumed natural gas (MMtonnes CO2),2014,2.942639856
31459,Congo-Brazzaville,Petroleum and other liquids (MMtonnes CO2),2014,2.53044314
31460,Congo-Kinshasa,CO2 emissions (MMtonnes CO2),2014,5.419329431
31461,Congo-Kinshasa,Coal and coke (MMtonnes CO2),2014,0.017220666
31462,Congo-Kinshasa,Consumed natural gas (MMtonnes CO2),2014,0
31463,Congo-Kinshasa,Petroleum and other liquids (MMtonnes CO2),2014,5.402108766
31464,Cook Islands,CO2 emissions (MMtonnes CO2),2014,0.109801
31465,Cook Islands,Coal and coke (MMtonnes CO2),2014,0
31466,Cook Islands,Consumed natural gas (MMtonnes CO2),2014,0
31467,Cook Islands,Petroleum and other liquids (MMtonnes CO2),2014,0.109801
31468,Costa Rica,CO2 emissions (MMtonnes CO2),2014,7.457260329
31469,Costa Rica,Coal and coke (MMtonnes CO2),2014,0.001354329
31470,Costa Rica,Consumed natural gas (MMtonnes CO2),2014,0
31471,Costa Rica,Petroleum and other liquids (MMtonnes CO2),2014,7.455906
31472,Cote d'Ivoire,CO2 emissions (MMtonnes CO2),2014,9.839029019
31473,Cote d'Ivoire,Coal and coke (MMtonnes CO2),2014,0
31474,Cote d'Ivoire,Consumed natural gas (MMtonnes CO2),2014,3.867425092
31475,Cote d'Ivoire,Petroleum and other liquids (MMtonnes CO2),2014,5.971603927
